AA_CRSE;NUM_CRSE_PERM;NUM_CRSE_DIV;NUM_CRSE_DUPL;NUM_CRSE_PGM;LB_CRSE;D_REU;C_FED;N_ORD_HIP;NUM_ID_SOC;Y_CRSE;Y_QUALIF;C_PARCO;C_CRD;DIST_PARCO;C_CATEG_CRSE;C_Y_CRSE;C_Y_CRSE_2;C_Y_CRSE_3;C_Y_CRSE_4;C_Y_CRSE_5;C_DIS;C_SP;C_MEET;C_CHAL;Z_MAX_PART;Z_MIN_PART;NUM_CRSE_PMH;NUM_CRSE_PMU;H_DEB_OPER;H_DEP_CRSE;I_CND_ICPT;I_CND_VAL;C_BRME_DECL;C_DECL_MNTE;REF_CRSE_1;REF_CRSE_2;REF_CRSE_3;I_CRSE_EVT_PMU;C_PMU;C_PMH;I_ELIM_PART;C_ETAT_VAL_CRSE;D_MAJ_ETA_AVCT_CRS;Z_ENG_CRSE;Z_ENG_NUL;Z_ENG_NON_VAL;Z_ENG_SUPL;Z_FORF_1;Z_FORF_2;Z_FORF_3;Z_FORF_4;Z_FORF_5;Z_NDP;Z_ANUL_PART;Z_DECL_PART;Z_ELIM_PRIO;Z_ELIM_RETI;Z_DPNP;Z_DPNP_CF;Z_DPNP_CERTF_VETO;Z_DPNP_SJ;Z_CH_DPNP_AU;Z_CH_TOMB_HAI_ESS;C_CRI_AG;C_CRI_SEXE;C_CRI_RACE;I_CND_G_DROIT_PRIM;C_CRI_LI_NAI;C_CRI_LI;D_DEB_ENTR_CND_G;C_CRI_PROP;I_CND_G_BREE;CND_G_VALE_MIN;CND_G_VALE_MAX;C_CRI_MNTE;C_CRSE_BT;I_CND_SDC_ART_115;VAL_PX_NOMI;C_REPART_PX;I_CRSE_FC;D_PUB_PDS;HH_PUB_PDS;C_ETAT_VAL_PUB;REF_LIM;PDS_MIN_HDC;PDS_MAX_HDC;CND_P_CRI_AG_1;CND_P_VALE_PDS_1;CND_P_CRI_AG_2;CND_P_VALE_PDS_2;CND_P_CRI_AG_3;CND_P_VALE_PDS_3;I_CRSE_REPSUP;CATEG_HIPP;AUPREMIER;I_PDS_MIN;Z_ENG_SUPL_2;C_CLA_CRSE;C_M_DEPART;Z_DPNP_DEPART;Z_ENG_2;D_MAJ_TS
2007;8798;0;0;3000;PRIX DES MAURES;20070101;06;04;516486;PA;PA;06;;3300;54;;;;;;H;O;0001;;16;1;1;3;1345;1410;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;29;0;3;0;7;0;0;0;0;3;5;11;0;0;1;0;1;0;0;0;44;3;19;N;;;0;;N;0;0;;;N;28000;011;O;0;0;;0;610;0;44;650;;0;;0;;1N;13440;;0;;;0;0;2017-02-05 01:27:42
2007;95150;0;0;3001;PRIX DE LA CHARENTE;20070101;06;04;516486;PA;PA;06;;3300;54;;;;;;H;O;0001;;16;1;2;1;1245;1310;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;31;0;2;0;12;0;0;0;0;6;0;11;0;0;0;0;0;0;0;0;44;4;19;N;;;0;;N;0;0;;;N;28000;011;O;0;0;;0;610;0;44;650;;0;;0;;1N;13440;;0;;;0;0;2017-02-05 01:27:42
2007;97098;0;0;3002;PRIX DES LANDES;20070101;06;04;516486;PA;PA;07;;3800;31;;;;;;H;O;0001;;16;1;3;6;1515;1540;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;34;0;0;1;10;0;0;0;0;8;5;11;0;0;1;0;1;0;0;0;55;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;55;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;97114;10;0;3003;PRIX DE PAU;20070101;06;04;516486;PA;PA;08;;3900;46;;;;;;H;O;0001;;12;1;4;5;1445;1510;O;V;100;MO;50;70;0;P;40;T;;PV;20070403;49;1;1;0;19;0;0;0;0;11;5;12;0;0;1;0;0;0;0;0;50;7;19;N;;;0;;N;0;0;;;N;30000;011;O;20061226;103000;V;0;620;0;55;0;60;0;;0;;1N;14400;N;0;;;0;0;2017-02-05 01:27:42
2007;97114;20;0;3004;PRIX DU BEARN;20070101;06;04;516486;PA;PA;08;;3900;46;;;;;;H;O;0001;;12;1;5;7;1545;1615;O;V;100;MO;135;155;0;P;02;T;;PV;20070404;12;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;50;7;19;N;;;0;;N;0;0;;;N;20000;011;O;20061226;103000;V;0;620;0;55;0;60;0;;0;;1N;9600;N;0;;;0;0;2017-02-05 01:27:42
2007;97104;0;0;3005;PRIX DE L'AQUITAINE;20070101;06;04;516486;PA;PA;05;;3700;54;;;;;;S;O;0001;;16;1;6;2;1315;1340;O;V;100;MO;0;0;0;P;02;T;;PV;20070227;25;1;1;0;12;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;44;7;19;N;;;0;;N;0;0;;;N;30000;011;O;0;0;;0;610;0;44;650;;0;;0;;1N;14400;;0;;;0;0;2017-02-05 01:27:42
2007;96701;0;0;3006;PRIX DE LA VENDEE;20070101;06;04;516486;PA;PA;08;;4300;31;;;;;;S;O;0001;;16;1;7;4;1415;1440;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;20;0;1;0;7;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;60;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;60;670;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;6445;0;0;3028;PRIX DE BARCUS;20070102;05;39;516685;PA;PA;03;;3300;31;;;;;;H;O;0002;;18;1;4;1;1310;1340;N;V;100;MO;0;0;0;P;02;T;;PV;20070712;21;0;0;0;5;0;0;0;0;6;0;10;0;0;0;0;0;0;0;0;44;4;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;6675;0;0;3029;PRIX PMU CAFE DE LA HALLE - AMOU (PX ALFRED TORRANCE);20070102;05;39;516685;PA;PA;04;;3500;54;01;;;;;H;O;0002;;18;1;6;3;1415;1440;N;V;100;MO;0;0;0;P;06;T;O;PV;20070226;25;0;0;0;2;0;0;0;0;3;0;18;2;0;0;0;0;0;0;0;44;3;39;O;;;0;;N;0;0;;;N;30000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;14400;;0;;;0;0;2017-02-05 01:27:42
2007;92642;0;0;3030;PRIX GUILLAUME DE PRACOMTAL;20070102;05;39;516685;PA;PA;19;;3900;54;;;;;;S;O;0002;;18;1;7;5;1515;1540;N;V;100;MO;0;0;0;P;02;T;;PV;20070108;45;1;0;0;18;0;0;0;0;13;2;11;0;0;1;0;1;0;0;0;55;7;19;N;;;0;;N;0;0;;;N;32000;011;O;0;0;;0;610;0;55;650;;0;;0;;1N;15360;;0;;;0;0;2017-02-05 01:27:42
2007;95140;0;0;3157;PRIX DE GABASTON;20070102;05;39;516685;PA;PA;Z3;D;1900;40;;;;;;P;P;0002;;18;1;1;7;1620;1645;O;V;100;MO;270;0;0;P;06;T;;PV;20070621;28;0;1;0;6;0;0;0;0;3;2;16;0;0;0;0;0;0;0;0;44;7;11;N;;;0;;N;0;0;;;O;18000;002;O;20061227;93000;V;0;510;0;44;0;;0;;0;;1N;9000;N;0;;;0;0;2017-02-05 01:27:42
2007;96709;10;0;3158;PRIX DE LESCAR;20070102;05;39;516685;PA;PA;Z1;D;1300;44;;;;;;P;P;0002;;9;1;2;2;1345;1410;N;V;100;MO;275;0;0;P;02;T;;PV;20070108;23;0;1;0;2;0;0;0;0;7;4;9;0;0;0;0;0;0;0;0;40;7;11;N;;;0;;N;0;0;;;O;18000;002;O;20061227;93000;V;0;510;0;40;0;;0;;0;;1N;9000;N;0;;;0;0;2017-02-05 01:27:42
2007;96709;20;0;3159;PRIX DE LASCLAVERIES;20070102;05;39;516685;PA;PA;Z1;D;1300;44;;;;;;P;P;0002;;9;5;3;4;1445;1510;N;V;100;MO;355;0;0;P;02;T;;PV;20070108;9;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;40;7;11;N;;;0;;N;0;0;;;O;16000;002;O;20061227;93000;V;0;510;0;50;0;;0;;0;;1N;8000;N;0;;;0;0;2017-02-05 01:27:42
2007;97077;0;0;3160;PRIX DE LASSEUBE;20070102;05;39;516685;PA;PA;Z7;D;2600;54;;;;;;P;P;0002;;18;1;5;6;1545;1615;O;V;100;MO;0;0;0;P;02;T;;PV;20070226;25;0;0;0;3;0;0;0;0;7;2;13;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;18000;002;O;0;0;;0;0;0;50;560;;0;;0;;1N;9000;;0;;;0;0;2017-02-05 01:27:42
2007;97047;10;0;1;PRIX DE LA BASSE NORMANDIE;20070103;00;03;560002;PA;PA;Z6;D;2400;44;;;;;;P;P;0005;;16;1;1;6;1535;1600;N;V;100;MO;190;210;0;E;13;T;O;PV;20070104;101;0;8;2;13;0;0;0;0;23;4;16;35;2;0;0;0;0;0;0;40;7;11;N;;;0;;N;0;0;;;N;48000;003;N;20061227;93000;V;0;510;0;44;0;50;0;;0;;1N;22560;N;0;;;0;0;2017-02-05 01:27:42
2007;97900;0;0;2;PRIX DE BEAUVOIR;20070103;00;33;560002;PA;PA;Z1;D;1500;54;02;;;;;P;P;0005;;16;1;1;4;1215;1235;O;V;100;MO;0;0;0;P;02;T;;PV;20070208;31;1;1;0;6;0;0;0;0;8;3;12;0;0;0;0;0;0;0;0;33;3;11;N;;;0;;N;0;0;;F;O;17000;002;N;0;0;;0;0;0;33;580;;0;;0;R;1N;8500;;0;;;0;0;2017-02-05 01:27:42
2007;97899;0;0;3;PRIX DE BOIS CARROUGES;20070103;00;03;560002;PA;PA;Z1;D;1500;54;02;;;;;P;P;0005;;16;1;2;1;1305;1330;O;V;100;MO;0;0;0;P;02;T;O;PV;20070108;48;0;0;0;7;0;0;0;0;13;2;16;7;3;1;0;1;0;0;0;33;4;11;N;;;0;;N;0;0;;F;O;17000;002;N;0;0;;0;0;0;33;580;;0;;0;R;1N;8500;;0;;;0;0;2017-02-05 01:27:42
2007;96676;0;0;4;PRIX MISS SATAMIXA;20070103;00;03;560002;PA;PA;Z1;D;1500;54;;;;;;P;P;0005;;16;1;4;4;1435;1500;O;M;100;MO;0;0;0;P;04;T;;PV;20070104;26;0;1;0;2;0;0;0;0;3;1;16;3;0;0;0;0;0;0;0;40;4;11;N;;;0;;N;0;0;;L;N;52000;002;N;0;0;;0;0;0;40;560;;0;;0;;1N;26000;;0;;;0;0;2017-02-05 01:27:42
2007;98528;10;0;5;PRIX DE LA POTERIE;20070103;00;33;560002;PA;PA;Z4;D;1900;46;;;;;;P;P;0005;;18;1;2;1;1100;1120;N;M;100;MO;320;0;0;P;02;T;O;PV;20070207;63;1;3;1;11;0;0;0;0;13;6;18;5;6;1;0;0;0;1;0;50;7;11;N;;;0;;N;0;280;;;O;17000;002;N;20061227;93000;V;0;510;0;50;0;;0;;0;R;1N;8500;N;0;;;0;0;2017-02-05 01:27:42
2007;98528;21;0;6;PRIX DE LA TUILERIE;20070103;00;33;560002;PA;PA;Z4;D;1900;46;;;;;;P;P;0005;;18;1;3;2;1125;1145;N;M;100;MO;360;0;0;P;02;T;;PV;20070816;18;0;0;1;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;280;;;O;15000;002;N;20061227;93000;V;0;510;600;50;0;;0;;0;;1N;7500;;0;;;0;0;2017-02-05 01:27:42
2007;97047;21;0;8;PRIX DE LA HAUTE NORMANDIE;20070103;00;03;560002;PA;PA;Z6;D;2400;44;;;;;;P;P;0005;;16;1;3;8;1635;1700;N;M;100;MO;255;275;0;P;06;T;;PV;20070509;16;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;40;7;11;N;;;0;;N;0;0;;;O;23000;002;N;20061227;93000;V;0;510;600;44;0;50;0;;0;;1N;11500;;0;;;0;0;2017-02-05 01:27:42
2007;98538;0;0;20;PRIX D'ESSAY;20070103;00;03;560002;PA;PA;Z6;D;2400;31;;;;;;P;P;0005;;16;1;6;2;1335;1400;O;M;100;MO;0;0;0;P;02;T;O;PV;20070816;43;0;1;0;6;0;0;0;0;4;6;16;10;0;2;0;1;0;0;0;44;7;11;N;;;0;;N;0;0;24;;N;13000;002;N;0;0;;0;0;0;44;560;;0;;0;R;1N;6500;;0;;;0;0;2017-02-05 01:27:42
2007;98611;0;0;33;PRIX DU MONDANT;20070103;00;03;560002;PA;PA;Z0;D;1300;31;;;;;;P;P;0005;;16;1;5;3;1405;1430;O;M;100;MO;0;0;0;P;02;T;;PV;20070104;36;1;0;0;8;0;0;0;0;7;4;16;0;0;0;0;0;0;0;0;44;7;11;N;;;0;;N;0;0;24;;N;13000;002;N;0;0;;0;0;0;44;560;;0;;0;R;1N;6500;;0;;;0;0;2017-02-05 01:27:42
2007;98610;0;0;34;PRIX DE MAGOUET;20070103;00;03;560002;PA;PA;Z0;D;1300;31;;;;;;P;P;0005;;16;1;7;5;1505;1530;O;M;100;MO;0;0;0;P;02;T;;PV;20070108;34;0;0;0;6;0;0;0;0;6;7;15;0;0;1;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;13000;002;N;0;0;;0;0;0;50;560;;0;;0;;1N;6500;;0;;;0;0;2017-02-05 01:27:42
2007;4628;0;0;3007;PRIX FRAGONARD;20070104;06;04;516486;PA;PA;05;;3600;31;;;;;;H;O;0001;;16;1;1;1;1315;1340;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;20;0;0;0;7;0;0;0;0;4;0;9;0;0;0;0;0;0;0;0;44;3;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;98078;0;0;3008;PRIX MILLET;20070104;06;04;516486;PA;PA;06;;3300;54;;;;;;H;O;0001;;16;1;2;4;1445;1510;O;V;100;MO;0;0;0;P;06;T;;PV;20070227;42;0;6;0;11;0;0;0;0;8;2;15;0;0;1;0;1;0;0;0;44;7;19;N;;;0;;N;0;0;;;N;26000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;12480;;0;;;0;0;2017-02-05 01:27:42
2007;6685;0;0;3009;PRIX ROLANDO;20070104;06;04;516486;PA;PA;05;;3600;54;;;;;;H;O;0001;;16;1;3;2;1345;1410;N;M;100;MO;0;0;0;P;02;T;;PV;20070226;34;0;1;0;15;0;0;0;0;7;0;11;0;0;1;0;0;0;0;0;50;4;19;N;;;0;;N;0;0;;;N;26000;011;O;0;0;;0;610;0;55;640;60;660;;0;;1N;12480;;0;;;0;0;2017-02-05 01:27:42
2007;92636;0;0;3010;PRIX DE L'ESTERON;20070104;06;04;516486;PA;PA;07;;3800;54;;;;;;H;O;0001;;16;1;4;7;1620;1645;O;V;100;MO;0;0;0;P;02;T;;PV;20070607;41;0;5;0;14;0;0;0;0;11;1;10;0;0;1;0;1;0;0;0;50;7;19;N;;;0;;N;0;0;;;N;26000;011;O;0;0;;0;610;0;55;650;60;670;;0;;1N;12480;;0;;;0;0;2017-02-05 01:27:42
2007;8003;0;0;3011;PRIX ANDRE GIRARD;20070104;06;04;516486;PA;PA;05;;3700;31;;;;;;S;O;0001;;16;1;5;3;1415;1440;N;V;100;MO;0;0;0;P;02;T;;PV;20070404;17;0;0;0;4;0;0;0;0;0;2;11;0;0;2;0;1;0;0;0;44;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;4618;0;0;3012;PRIX DE L'AUVERGNE;20070104;06;04;516486;PA;PA;05;;3700;31;;;;;;S;O;0001;;16;1;6;5;1515;1540;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;22;0;0;0;4;0;0;0;0;3;3;12;0;0;0;0;0;0;0;0;55;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;55;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;4637;0;0;3013;PRIX JEAN FOSSATI;20070104;06;04;516486;PA;PA;06;;3800;40;;;;;;S;O;0001;;16;1;7;6;1545;1615;N;V;100;MO;60;80;0;P;40;T;;PV;20070820;37;0;1;0;14;0;0;0;0;6;4;12;0;0;0;0;0;0;0;0;50;7;19;N;;;0;;N;0;0;;;N;34000;011;O;20061229;103000;V;0;620;0;55;0;60;0;;0;;1N;16320;N;0;;;0;0;2017-02-05 01:27:42
2007;4594;0;0;3031;PRIX DE GUETHARY;20070105;05;39;516685;PA;PA;04;;3500;54;02;;;;;H;O;0002;;18;1;3;4;1430;1455;N;V;100;MO;0;0;0;P;06;T;O;PV;20070525;34;0;2;0;9;0;0;0;0;2;1;18;2;0;0;0;0;0;0;0;44;4;19;N;;;0;;N;0;0;;;N;28000;011;O;0;0;;0;610;0;44;640;;0;;0;;1N;13440;;0;;;0;0;2017-02-05 01:27:42
2007;95166;0;0;3032;PRIX TIERCE MAGAZINE (PX PIERRE ESTREM-REY);20070105;05;39;516685;PA;PA;04;;3500;40;;;;;;H;O;0002;;18;1;4;6;1530;1600;N;V;100;MO;80;0;0;E;13;T;O;PV;20070111;45;1;0;0;7;0;0;0;0;11;3;18;5;0;0;0;0;0;0;0;60;7;19;N;;;0;;N;0;0;;;N;90000;012;O;20061229;120000;V;0;620;0;60;0;;0;;0;;1N;40500;N;0;;;0;0;2017-02-05 01:27:42
2007;93397;0;0;3033;PRIX D'OSSAU;20070105;05;39;516685;PA;PA;11;;3400;31;;;;;;S;O;0002;;18;1;5;1;1300;1325;N;V;100;MO;0;0;0;P;02;T;;PV;20070712;22;0;1;0;10;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;44;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;95165;0;0;3034;PRIX DE MORLAAS;20070105;05;39;516685;PA;PA;03;;3300;31;;;;;;H;O;0002;;18;1;6;3;1400;1425;N;V;100;MO;0;0;0;P;02;T;;PV;20070226;29;0;0;0;7;0;0;0;0;10;1;11;0;0;0;0;0;0;0;0;44;3;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;4595;0;0;3035;PRIX RENAUD DU VIVIER;20070105;05;39;516685;PA;PA;21;;4600;54;;;;;;S;O;0002;;18;1;7;5;1500;1525;O;V;100;MO;0;0;0;P;04;T;;PV;20070329;21;0;0;0;3;0;0;0;0;6;4;8;0;0;0;0;0;0;0;0;50;7;19;N;;;0;;N;0;0;;L;N;60000;011;O;0;0;;0;610;0;55;650;60;670;;0;;1N;28800;;0;;;0;0;2017-02-05 01:27:42
2007;93400;0;0;3036;PRIX PAUL LARREGAIN;20070105;05;39;516685;PA;PA;30;;4600;54;;;;;;C;O;0002;;18;1;8;2;1330;1355;N;V;100;MO;0;0;0;P;02;T;;PV;20070131;25;0;1;0;0;0;0;0;0;7;1;16;0;0;0;0;0;0;0;0;56;7;19;N;;;0;;N;0;0;;;N;26000;011;O;0;0;;0;610;0;55;650;66;670;;0;;1N;12480;;0;;;0;0;2017-02-05 01:27:42
2007;96708;10;0;3161;PRIX PMU LE FLORIAN - BAGNERES DE BIGORRE (HANDICAP DE PAU);20070105;05;39;516685;PA;PA;Z3;D;1900;44;;;;;;P;P;0002;;13;1;1;7;1605;1630;N;V;100;MO;275;0;0;P;02;T;;PV;20070111;34;0;4;0;6;0;0;0;0;11;0;13;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;18000;002;O;20061229;93000;V;0;510;0;50;0;;0;;0;;1N;9000;N;0;;;0;0;2017-02-05 01:27:42
2007;96708;20;0;3162;PRIX D'UZEIN;20070105;05;39;516685;PA;PA;Z3;D;1900;44;;;;;;P;P;0002;;13;5;2;8;1635;1700;N;V;100;MO;350;0;0;P;02;T;;PV;20070111;13;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;16000;002;O;20061229;93000;V;0;510;0;50;0;;0;;0;;1N;8000;N;0;;;0;0;2017-02-05 01:27:42
2007;98530;0;0;10;PRIX D'HERBOURGERE;20070106;00;03;560002;PA;PA;Z1;D;1500;31;;;;;;P;P;0005;;16;1;1;4;1435;1505;O;V;100;MO;0;0;0;P;02;T;O;PV;20070108;29;0;1;1;7;0;0;0;0;2;1;16;2;0;1;0;1;0;0;0;33;4;11;N;;;0;;N;0;0;24;F;N;14000;002;N;0;0;;0;0;0;33;550;;0;;0;R;1N;7000;;0;;;0;0;2017-02-05 01:27:42
2007;97913;0;0;11;PRIX DES COMMEAUX;20070106;00;03;560002;PA;PA;Z4;D;1900;54;02;;;;;P;P;0005;;18;1;1;3;1405;1430;O;M;100;MO;0;0;0;P;02;T;;PV;20070517;13;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;44;3;11;N;;;0;;N;0;0;;;O;16000;002;N;0;0;;0;0;0;44;580;;0;;0;R;1N;8000;;0;;;0;0;2017-02-05 01:27:42
2007;97912;0;0;12;PRIX DES COUDRAIES;20070106;00;33;560002;PA;PA;Z4;D;1900;54;02;;;;;P;P;0005;;18;1;3;1;1100;1120;O;M;100;MO;0;0;0;P;02;T;;PV;20070402;34;0;0;0;7;0;0;0;0;10;1;16;0;0;0;0;0;0;0;0;44;4;11;N;;;0;;N;0;0;;;O;16000;002;N;0;0;;0;0;0;44;580;;0;;0;R;1N;8000;;0;;;0;0;2017-02-05 01:27:42
2007;98529;10;0;13;PRIX DE LA GELINIERE;20070106;00;03;560002;PA;PA;Z1;D;1500;44;;;;;;P;P;0005;;12;1;3;5;1510;1535;O;M;100;MO;290;0;0;P;02;T;;PV;20070108;39;0;8;1;8;0;0;0;0;9;2;12;0;0;0;0;0;0;0;0;44;7;11;N;;;0;;N;0;0;;;O;17000;002;N;20061230;93000;V;0;510;0;44;0;;0;;0;R;1N;8500;N;0;;;0;0;2017-02-05 01:27:42
2007;98529;20;0;14;PRIX DE LA CHARDENIERE;20070106;00;03;560002;PA;PA;Z1;D;1500;44;;;;;;P;P;0005;;12;1;4;8;1640;1705;O;M;100;MO;340;0;0;P;02;T;;PV;20070108;12;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;44;7;11;N;;;0;;N;0;0;;;O;15000;002;N;20061230;93000;V;0;510;0;44;0;;0;;0;R;1N;7500;N;0;;;0;0;2017-02-05 01:27:42
2007;97954;10;0;15;PRIX D'ARGENTAN;20070106;00;33;560002;PA;PA;Z1;D;1500;44;;;;;;P;P;0005;;16;1;7;4;1215;1235;O;M;100;MO;270;0;0;P;06;T;O;PV;20070108;16;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;17000;002;N;20061230;93000;V;270;510;0;50;0;;0;;0;R;1N;8500;N;0;;;0;0;2017-02-05 01:27:42
2007;97954;20;0;16;PRIX D'ALENCON;20070106;00;33;560002;PA;PA;Z1;D;1500;44;;;;;;P;P;0005;;16;1;8;3;1150;1210;O;V;100;MO;330;0;0;P;02;T;;PV;20070108;16;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;15000;002;N;20061230;93000;V;270;510;0;50;0;;0;;0;R;1N;7500;N;0;;;0;0;2017-02-05 01:27:42
2007;98537;0;0;19;PRIX D'AUNOU;20070106;00;03;560002;PA;PA;Z1;D;1500;31;;;;;;P;P;0005;;16;1;5;6;1540;1605;O;M;100;MO;0;0;0;P;06;T;O;PV;20070110;42;2;0;0;8;0;0;0;0;11;1;16;0;4;1;0;1;0;0;0;44;7;11;N;;;0;;N;0;0;;;O;13000;002;N;0;0;;0;0;0;44;560;;0;;0;R;1N;6500;;0;;;0;0;2017-02-05 01:27:42
2007;98526;0;0;23;PRIX DE SOU;20070106;00;03;560002;PA;PA;Z1;D;1500;54;;;;;;P;P;0005;;16;1;4;1;1305;1330;O;M;100;MO;0;0;0;P;02;T;;PV;20070108;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;50;7;11;N;;;0;;N;0;0;24;;N;16000;002;N;0;0;;0;0;0;40;560;;0;;0;R;1N;8000;;0;;;0;0;2017-02-05 01:27:42
2007;98547;0;0;31;PRIX DE L'ESQUE;20070106;00;03;560002;PA;PA;Z1;D;1500;31;;;;;;P;P;0005;;16;1;6;7;1610;1635;O;M;100;MO;0;0;0;P;02;T;O;PV;20070621;50;0;4;0;13;0;0;0;0;12;4;16;0;1;1;0;1;0;0;0;50;7;11;N;;;0;;N;0;0;;;O;13000;002;N;0;0;;0;0;0;50;560;;0;;0;R;1N;6500;;0;;;0;0;2017-02-05 01:27:42
2007;98612;0;0;35;PRIX DE LA GICQUELIERE;20070106;00;03;560002;PA;PA;Z4;D;1900;31;;;;;;P;P;0005;;18;1;2;2;1335;1400;O;V;100;MO;0;0;0;P;02;T;O;PV;20070110;58;2;0;0;11;0;0;0;0;12;1;18;11;3;0;0;0;0;0;0;33;7;11;N;;;0;;N;0;0;;F;O;14000;002;N;0;0;;0;0;0;33;560;;0;;0;;1N;7000;;0;;;0;0;2017-02-05 01:27:42
2007;98613;0;0;36;PRIX DE COULONCES;20070106;00;33;560002;PA;PA;Z4;D;1900;54;;;;;;P;P;0005;;18;1;2;2;1125;1145;O;M;100;MO;0;0;0;P;02;T;;PV;20070108;51;1;6;0;10;0;0;0;0;8;10;16;0;0;0;0;0;0;0;0;33;7;11;N;;;0;;N;0;0;;D;O;26000;002;N;0;0;;0;0;0;33;580;;0;;0;R;1N;13000;;0;;;0;0;2017-02-05 01:27:42
2007;4631;0;0;3014;PRIX ANDRE MASSENA GRANDE COURSE DE HAIES DES 4 ANS;20070107;06;04;516486;PA;PA;05;;3600;54;;;;;;H;O;0001;;16;1;1;3;1405;1430;O;V;100;MO;0;0;0;P;02;T;;PV;20070227;30;0;0;0;15;0;0;0;0;4;1;10;0;0;0;0;0;0;0;0;44;7;19;N;;;0;;N;0;0;;L;N;55000;011;O;0;10;;0;610;0;44;650;;0;;0;;1N;26400;;0;;;0;0;2017-02-05 01:27:42
2007;97105;0;0;3015;PRIX DU CHATEAU;20070107;06;04;516486;PA;PA;05;;3600;31;;;;;;H;O;0001;;16;1;2;1;1300;1330;N;V;100;MO;0;0;0;P;02;T;;PV;20070227;24;1;0;0;6;0;0;0;0;6;2;9;0;0;1;0;1;0;0;0;44;4;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;44;660;;0;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
2007;8791;0;0;3016;PRIX PIERRE THOMAS;20070107;06;04;516486;PA;PA;05;;3600;54;;;;;;H;O;0001;;16;1;3;4;1435;1505;O;V;100;MO;0;0;0;P;02;T;;PV;20070227;11;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;55;4;19;N;;;0;;N;0;0;;;N;30000;011;O;0;0;;0;610;0;55;650;;0;;0;;1N;14400;;0;;;0;0;2017-02-05 01:27:42
2007;95690;0;0;3017;PRIX DE L'ARTOIS;20070107;06;04;516486;PA;PA;05;;3600;31;;;;;;H;O;0001;;16;1;4;7;1610;1635;N;V;100;MO;0;0;0;P;44;T;;PV;20070227;45;1;0;0;18;0;0;0;0;2;8;16;0;0;1;0;0;0;0;0;50;7;19;N;;;0;;N;0;0;;;N;16000;011;O;0;0;;0;610;0;55;650;60;670;;0;;1N;7680;;0;;;0;0;2017-02-05 01:27:42
